Item_Weight,Item_Visibility,Item_MRP,Item_Outlet_Sales,Outlet_Years,Item_Fat_Content_1,Item_Fat_Content_2,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_1,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Item_Type_Combined_1,Item_Type_Combined_2,Outlet_1,Outlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6,Outlet_7,Outlet_8,Outlet_9
-0.9627712070564821,0.035399923,0.05700953295966108,4064.0432,1.5326861394852282,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
0.3883907119996304,0.025698134,0.893994428031719,1587.2672,-0.7369545381649689,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
0.581874519024372,0.057556998,-0.5365436110312245,214.3876,1.5326861394852282,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.22715420614567902,0.025896485,0.38682642354607655,4078.025,0.09922886939036688,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
0.04441949951120088,0.099887103,-1.5317605939373382,838.908,-1.0953188556886841,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
-1.106809152286012,0.066693437,-1.5896620892187838,1065.28,-0.7369545381649689,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
-0.2458062110259115,0.019356132,-1.6411207787495399,308.9312,1.293776594469418,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
-1.4765782057110737,0.161466534,-1.538161521450648,178.4344,-0.020225903117538233,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.3668925112191036,0.072221801,-1.5681721106373594,125.8362,1.5326861394852282,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.3880570482941288,0.170348551,-1.3724686645572939,163.7868,-0.020225903117538233,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.2483187432207046,0.080829372,-0.7177507441722386,2741.7644,-1.3342284007044944,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
1.269816944001231,0.0930934742,1.86297308451815,3068.0064,-1.3342284007044944,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
1.0870822373667532,0.14246229066666669,-0.770903891615426,2174.5028,-0.4980449931491587,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1.011838534634909,0.097904029,0.5455256147970575,2085.2856,0.09922886939036688,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.6005265239046046,0.089291137,0.09189410469676859,3791.0652,-0.13968067562544334,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1.592289955709134,0.059511812,-0.20837930011986056,2797.6916,1.5326861394852282,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
-0.8477558328806634,0.113123893,-0.2974349826087647,1609.9044,-1.3342284007044944,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
-1.3776864821206503,0.123111453,-1.675412612357584,388.1614,1.5326861394852282,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
0.5281290170730549,0.026480954,-0.8598758176295712,2180.495,1.5326861394852282,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
0.11966320224304478,0.102511504,1.4436752862632851,3435.528,0.09922886939036688,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
-0.6435229254656581,0.02681843,-0.24165317041929604,2150.534,1.293776594469418,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
0.17340870419436188,0.117818348,0.8360929327502736,2527.3768,-0.13968067562544334,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1.839519264685193,0.069102831,1.9154916155948947,6768.5228,-1.3342284007044944,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
-0.13831520712327725,0.042277867,-0.2335577849935548,373.5138,1.293776594469418,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
-1.3701621118474658,0.089498926,0.5974932859821183,358.2004,-0.020225903117538233,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.4633007510259732,0.018756953777777776,0.1980747648710053,2428.8384,-0.4980449931491587,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
-0.6005265239046046,0.025879577,2.0007750353167704,5815.0972,-0.4980449931491587,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
0.6571182217562159,0.121632721,-1.2947297703694758,2576.646,0.09922886939036688,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
-0.5586050323825767,0.255394896,0.8999701303654836,780.3176,1.5326861394852282,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
-1.1616295642763554,0.067779712,0.046327361025018256,3134.5864,0.09922886939036688,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
-0.5586050323825772,0.159803853,0.008221386412565776,850.8924,1.293776594469418,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
-0.6230996347241579,0.028696932,-0.38585604873122575,810.9444,1.293776594469418,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
-0.40811762691888936,0.065041581,0.8919166231771218,3121.2704,-1.0953188556886841,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
-0.13831520712327725,0.028760013,0.16857315733859848,4815.0656,-1.0953188556886841,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
-1.050913830256642,0.010053105,1.7401345500755063,6258.52,-1.3342284007044944,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
-0.7735870401878456,0.048157338,-0.561213114250614,2117.244,-0.4980449931491587,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
-0.9520221066662184,0.071958197,-1.6582876346722517,796.9626,-0.13968067562544334,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.4958817159022646,0.173481304,0.8618222775156515,4910.275,0.09922886939036688,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
-1.4733534755939948,0.061082177,0.6286474731895768,892.172,1.5326861394852282,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
-0.6005265239046046,0.0364918673,1.7058845947048418,3185.1872,-1.3342284007044944,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
-1.0369399997492996,0.040071131,-0.8641989402882838,1062.6168,-0.4980449931491587,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
-1.4142334234475458,0.012090074,-1.6545153719052232,484.7024,1.5326861394852282,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
0.581874519024372,0.15028599,-1.4485968573074397,147.8076,1.5326861394852282,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.011838534634909,0.026015519,1.849578491362467,2543.356,1.5326861394852282,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
1.0548349361959626,0.195068226,0.7154997161117451,184.4266,-0.020225903117538233,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.4095552490746561,0.033082215,0.5084794817305938,4865.6664,-0.7369545381649689,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
0.18415780458462547,0.078946455,0.7251220465003996,1118.544,-0.4980449931491587,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1.0333367354154361,0.041700756,0.38411400232503645,2302.3364,-0.4980449931491587,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.8918271444807434,0.143422643,-0.7274568310356524,2027.361,0.09922886939036688,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
0.6033727198048988,0.105296072,0.4698645254638369,3435.528,0.09922886939036688,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
0.6571182217562159,0.121531501,-1.3172795904968886,599.22,1.293776594469418,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
1.1730750404888604,0.05810121044444445,0.3825033008873642,4604.6728,-0.4980449931491587,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
-1.0616629306469054,0.011324862,0.783023541781845,2285.0256,-1.0953188556886841,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
-1.0681123908810635,0.186357148,1.825968829689066,5580.7356,-0.13968067562544334,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
-0.9466475564710867,0.024205661,-0.43468607351570054,2290.352,0.09922886939036688,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
0.01217219834041053,0.033230816,0.5047490972009444,1207.0954,-0.13968067562544334,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0.11966320224304439,0.113720344,-0.8218535994918778,643.1628,1.5326861394852282,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.3343115463428117,0.112556507,-0.5805415315026823,1587.933,-1.0953188556886841,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
-1.480877845867179,0.04441604033333333,1.3133759827613434,5305.0944,-0.4980449931491587,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
-1.082086221388406,0.059352241,-0.6303476413583864,1697.79,0.09922886939036688,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
-0.21355890985512116,0.014087057,0.6334795775025936,1427.4752,0.09922886939036688,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
0.8506020287809577,0.045230944,0.7562343554704787,4693.89,-1.3342284007044944,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
1.302064245172021,0.293417759,0.8634748571907033,583.2408,1.5326861394852282,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
-0.04157330361090697,0.031382044,0.48919294271590485,3091.9752,1.5326861394852282,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
0.581874519024372,0.12639886,0.5798174484051021,2479.4392,-1.0953188556886841,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
-1.4486305446963887,0.025403898,0.3219312626222578,2716.464,-0.7369545381649689,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1.592289955709134,0.039057677,0.24092908732171556,3285.723,1.5326861394852282,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
-1.3948850427450716,0.123115764,-0.7306363556736174,661.8052,0.09922886939036688,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1.7320282607825588,0.039624006,-0.3821256642015766,1523.3504,-0.13968067562544334,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1.7105300600020317,0.040421193,-0.30332692846777004,369.519,-0.020225903117538233,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.8380816425294263,0.105274111,-1.6282770454855404,690.4346,-0.13968067562544334,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1.4633007510259732,0.033970195,-1.382683733075012,1381.535,-0.4980449931491587,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.4847989518064995,0.053212652,-1.3386858126035541,622.523,-0.7369545381649689,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
-0.6435229254656581,0.024378706,-0.4261235846730344,1274.3412,-0.7369545381649689,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
-1.0455392800615104,0.009714595,-0.33766064031319387,487.3656,1.5326861394852282,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
-0.13831520712327725,0.131383762,1.691897263420095,1231.73,-0.13968067562544334,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
-0.8692540336611901,0.07461309,0.748180848282117,3755.112,-0.7369545381649689,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
-0.13831520712327688,0.028459761,0.1444126357735133,4363.6532,1.5326861394852282,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
-0.8692540336611901,0.074627201,0.7546236540328064,1314.2892,0.09922886939036688,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
0.10891410185278158,0.063695084,0.162130351587909,1805.6496,-0.4980449931491587,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1.6782827588312408,0.045797829,0.6044869516244916,2854.9504,1.5326861394852282,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
-0.9638461170955082,0.115857223,0.6136421785962212,3896.2616,-0.13968067562544334,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0.8506020287809577,0.024832806,-1.6465037429542408,667.7974,1.293776594469418,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1.4955480521967632,0.034027909,1.1449707046469488,3185.853,-1.3342284007044944,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
0.9258457315128019,0.0467696,0.0028803004452441342,2247.7408,1.293776594469418,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
-0.4930355200019703,0.116576702,0.35622309623030235,1794.331,1.293776594469418,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
-1.3239409801693331,0.004924115333333334,-0.31723050327775787,2530.7058,-0.4980449931491587,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
-0.7305906386267925,0.278974075,1.3589008481957146,679.116,1.5326861394852282,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.2916488084872597,0.035913805,-1.6041165239204553,812.276,1.293776594469418,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0.10891410185278158,0.079806266,1.4741948571043009,699.09,0.09922886939036688,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
-0.8391565525684525,0.005505481,-0.6217851525157203,2732.4432,-1.0953188556886841,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
-1.3121169697400434,0.064625342,0.5787576068591137,176.437,1.5326861394852282,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
-1.418533063603651,0.071636937,-0.31078769752706836,4097.3332,1.5326861394852282,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
-0.7940103309293463,0.07839307837500001,0.5186526720109322,3151.8972,-0.4980449931491587,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
-1.1379815434177758,0.032677678,1.5798665356242327,5942.265,-0.13968067562544334,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0.8721002295614848,0.160760054,0.8285902854535958,4843.695,-1.0953188556886841,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
-1.1412062735348547,0.06911065,-0.5151373889245588,2542.0244,-0.7369545381649689,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
-0.25655531141617505,0.041177505,-0.011107030839502194,2552.6772,-1.0953188556886841,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
-0.2458062110259115,0.040081193,1.3862408943987647,1141.847,-1.3342284007044944,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
0.04441949951120088,0.035307322,-1.5060312491719603,680.4476,-1.0953188556886841,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
-0.030824203220643012,0.063017847,0.2907770754147992,2085.9514,-0.4980449931491587,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.6030390560993975,0.171938781,-0.7810770818957646,186.424,-0.020225903117538233,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.9015013348319805,0.040197932,0.7916279088618906,3036.048,-0.7369545381649689,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
-0.04157330361090659,0.049058014,-1.2609469184157358,866.8716,-1.0953188556886841,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
1.0548349361959626,0.01161096,-0.7403424425370311,868.869,-0.7369545381649689,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
0.2916488084872597,0.183507295,-0.9435066576763947,1137.1864,0.09922886939036688,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1.3880570482941288,0.102349519,-1.4207897076874643,928.1252,-1.0953188556886841,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
-0.8413063726465051,0.086708987,0.1733633834142362,762.341,1.293776594469418,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1.6567845580507146,0.032835147,-1.6223432213891555,707.0796,-0.4980449931491587,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
-0.1705625082940676,0.033809913,0.6377189436865475,7968.2944,1.5326861394852282,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
0.1519105034138351,0.07266912,0.31065635255855156,1438.128,0.09922886939036688,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
-0.13831520712327688,0.144338493,1.343895553602359,6976.2524,1.5326861394852282,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
-0.8391565525684525,0.009163216,-0.6330600625794267,101.2016,-0.020225903117538233,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-1.0616629306469054,0.011307038,0.7653058259674492,952.094,-1.3342284007044944,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
-1.1949517754861718,0.076855628,-0.4019630631079492,1969.4364,0.09922886939036688,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1.1730750404888604,0.059956876,0.39377821095107046,5262.4832,1.5326861394852282,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
-1.2626711079448316,0.038532062,-1.2953225084985391,1314.2892,-0.4980449931491587,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
-0.7510139293682924,0.043209581,-0.8083752498614356,535.3032,-1.0953188556886841,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
1.2268205424401775,0.056816465,-0.14297515754173737,263.6568,-0.020225903117538233,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-1.0261908993590363,0.019866705,0.21893012708598653,1402.1748,-0.7369545381649689,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
-0.7735870401878456,0.048331717,-0.5773201286273375,1693.7952,-1.0953188556886841,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
0.0014230979501473348,0.091221855,-0.5703683412223437,2143.876,-0.4980449931491587,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
0.8183547276101677,0.027622076,0.5899906386854404,2676.516,-0.13968067562544334,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0.2594015073164694,0.14164533829999998,-1.416466585028752,905.488,-0.7369545381649689,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1.2483187432207046,0.039355947,1.6972802276247962,7370.406,-0.13968067562544334,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0.6893655229270064,0.060836524,1.382552388106495,6301.1312,-0.7369545381649689,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1.0333367354154361,0.082316506,0.317099158309241,1597.92,-0.7369545381649689,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1.818021063904666,0.155350299,0.5996967255488539,529.311,-0.7369545381649689,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
-1.1949517754861718,0.076841095,-0.377802541542864,1969.4364,-0.7369545381649689,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
0.3883907119996304,0.151419185,-1.459871767371146,1034.6532,-1.0953188556886841,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.22715420614567902,0.026001976,0.33045187322754443,1794.331,-1.3342284007044944,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
0.18415780458462547,0.073209447,0.9122630037377986,2768.3964,-1.3342284007044944,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
-0.7080175278072388,0.041683481,-1.7671807160675286,898.83,1.5326861394852282,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
-1.1670041144714869,0.042560252,1.371786459697093,3169.208,0.09922886939036688,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1.1945732412693875,0.014081156,1.3299501005549916,3589.9936,-1.3342284007044944,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
-1.575469929301497,0.030340533875000002,-0.13598149189936395,262.3252,-1.3342284007044944,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
1.2483187432207046,0.152918384,-0.6631125300035172,1910.1802,-1.0953188556886841,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
0.22715420614567902,0.030969274,-0.0014428222134682095,1701.7848,-1.0953188556886841,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.2594015073164694,0.060376776,0.21842114543168212,2471.4496,1.293776594469418,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
0.2594015073164694,0.04192285,-1.3890846605883216,1331.6,1.293776594469418,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
1.8395192646851923,0.077367431,-0.7086373954378886,1808.9786,1.5326861394852282,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
-1.480877845867179,0.045838211,1.3133759827613434,3315.684,-1.3342284007044944,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
-1.1874274052129876,0.071077939,-0.4309138107486719,2618.5914,0.09922886939036688,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
-1.4271323439158619,0.094659871,1.1846873806970735,2769.728,0.09922886939036688,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1.441802550245446,0.077608838,1.4897510115893404,5375.0034,-1.0953188556886841,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.5173799166827914,0.021327477,1.2221587389430826,2838.9712,-1.0953188556886841,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
-0.13831520712327725,0.042485444,-0.25771830655864,1743.0644,-1.3342284007044944,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
0.38839071199963,0.025578526,0.9310405610981831,5555.4352,1.5326861394852282,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
-0.04157330361090659,0.0489808,-1.273832529917115,619.194,-1.3342284007044944,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
0.3668925112191036,0.019471688,0.38360502067073204,2120.573,-0.7369545381649689,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
0.8183547276101677,0.122918852,0.5165329889189555,3823.0236,-1.0953188556886841,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
-0.21355890985512116,0.057373797,0.16802229744691455,1360.2294,1.293776594469418,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
0.06591770029172765,0.044155597,0.6092771777001289,3969.4996,1.293776594469418,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
